config	seed	checkpoint	glue_task	accuracy	hidden_size	layers	config_short	num_params
layers_2_hs_1536_heads_12_cl_256	0	5	wsc	0.5903614163398743	1536	2	2*1536	59025408
layers_4_hs_192_heads_12_cl_256	0	5	boolq	0.5919778943061829	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	cola	0.6947988271713257	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	mnli	0.5304785370826721	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	mnli-mm	0.5388287901878357	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	mrpc	0.694915235042572	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	multirc	0.4939759075641632	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	qnli	0.6146106719970703	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	qqp	0.7217077612876892	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	rte	0.49494948983192444	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	sst2	0.8661417365074158	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	0	5	wsc	0.6265060305595398	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	boolq	0.5919778943061829	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	cola	0.6947988271713257	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	mnli	0.5515086650848389	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	mnli-mm	0.5722469687461853	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	mrpc	0.694915235042572	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	multirc	0.5268346071243286	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	qnli	0.6163604259490967	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	qqp	0.7386663556098938	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	rte	0.4848484992980957	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	sst2	0.8523622155189514	192	4	4*192	2074752
layers_4_hs_192_heads_12_cl_256	13	5	wsc	0.6024096608161926	192	4	4*192	2074752
layers_4_hs_384_heads_12_cl_256	13	5	boolq	0.6058091521263123	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	cola	0.6938174962997437	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	mnli	0.6179518699645996	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	mnli-mm	0.6409929990768433	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	mrpc	0.694915235042572	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	multirc	0.48521357774734497	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	qnli	0.7607173919677734	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	qqp	0.766038179397583	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	rte	0.4747474789619446	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	sst2	0.8543307185173035	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	13	5	wsc	0.5301204919815063	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	boolq	0.5961272716522217	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	cola	0.6947988271713257	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	mnli	0.5559280514717102	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	mnli-mm	0.5706556439399719	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	mrpc	0.694915235042572	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	multirc	0.5377874970436096	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	qnli	0.6224846839904785	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	qqp	0.7434638738632202	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	rte	0.5454545617103577	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	sst2	0.8425197005271912	384	4	4*384	7688448
layers_4_hs_384_heads_12_cl_256	0	5	wsc	0.5180723071098328	384	4	4*384	7688448
layers_4_hs_768_heads_12_cl_256	13	5	boolq	0.589211642742157	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	cola	0.6947988271713257	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	mnli	0.6371533274650574	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	mnli-mm	0.6645448803901672	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	mrpc	0.694915235042572	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	multirc	0.525739312171936	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	qnli	0.7769029140472412	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	qqp	0.7793521285057068	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	rte	0.5050504803657532	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	sst2	0.8661417365074158	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	13	5	wsc	0.45783132314682007	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	boolq	0.6099585294723511	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	cola	0.6957801580429077	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	mnli	0.6382200717926025	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	mnli-mm	0.6726607084274292	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	mrpc	0.694915235042572	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	multirc	0.5049288272857666	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	qnli	0.7760279774665833	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	qqp	0.7749265432357788	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	rte	0.49494948983192444	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	sst2	0.8523622155189514	768	4	4*768	28353024
layers_4_hs_768_heads_12_cl_256	0	5	wsc	0.45783132314682007	768	4	4*768	28353024
layers_4_hs_1536_heads_12_cl_256	13	5	boolq	0.5864453911781311	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	cola	0.7036309838294983	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	mnli	0.6528497338294983	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	mnli-mm	0.6815722584724426	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	mrpc	0.694915235042572	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	multirc	0.5290251970291138	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	qnli	0.8027121424674988	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	qqp	0.7969430088996887	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	rte	0.5151515007019043	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	sst2	0.8464567065238953	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	wsc	0.6024096608161926	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	boolq	0.5988935232162476	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	cola	0.6928361058235168	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	mnli	0.6537640690803528	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	mnli-mm	0.6771165132522583	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	mrpc	0.694915235042572	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	multirc	0.5301204919815063	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	qnli	0.7900262475013733	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	qqp	0.7987653017044067	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	rte	0.6363636255264282	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	sst2	0.8700787425041199	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	wsc	0.5060241222381592	1536	4	4*1536	115688448
layers_8_hs_192_heads_12_cl_256	13	5	boolq	0.6016597747802734	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	cola	0.6947988271713257	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	mnli	0.6705272793769836	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	mnli-mm	0.6938256025314331	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	mrpc	0.694915235042572	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	multirc	0.5279299020767212	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	qnli	0.7659667730331421	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	qqp	0.8156495094299316	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	rte	0.5353535413742065	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	sst2	0.8562992215156555	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	wsc	0.45783132314682007	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	boolq	0.5975103974342346	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	cola	0.6947988271713257	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	mnli	0.666260302066803	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	mnli-mm	0.6892107129096985	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	mrpc	0.694915235042572	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	multirc	0.4994523525238037	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	qnli	0.7112860679626465	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	qqp	0.804120659828186	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	rte	0.5757575631141663	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	sst2	0.8622047305107117	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	wsc	0.5662650465965271	192	8	8*192	3854208
layers_8_hs_384_heads_12_cl_256	13	5	boolq	0.5809128880500793	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	cola	0.6957801580429077	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	mnli	0.7083206176757812	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	mnli-mm	0.7196053266525269	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	mrpc	0.694915235042572	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	multirc	0.5104052424430847	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	qnli	0.7926509380340576	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	qqp	0.823570966720581	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	rte	0.5858585834503174	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	sst2	0.8661417365074158	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	wsc	0.5662650465965271	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	boolq	0.612724781036377	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	cola	0.6918547749519348	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	mnli	0.7058823704719543	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	mnli-mm	0.7256524562835693	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	mrpc	0.694915235042572	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	multirc	0.47973713278770447	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	qnli	0.7834645509719849	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	qqp	0.8311205506324768	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	rte	0.4747474789619446	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	sst2	0.8523622155189514	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	wsc	0.5542168617248535	384	8	8*384	14786304
layers_8_hs_768_heads_12_cl_256	0	5	boolq	0.5988935232162476	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	cola	0.6967615485191345	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	mnli	0.7240170836448669	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	mnli-mm	0.7299490571022034	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	mrpc	0.694915235042572	768	8	8*768	56704512
